artist_id,artist_latitude,artist_longitude,artist_location,artist_name,song_id,title,duration,year
ARZLSC9TUT8JFFBGCK,,,,Otis Rush,SOBVSWBCDKGXEWXA83,Sit Down Baby,142.62812,
ARF3WY2TXPEK2IBKB7,,,,Wavves,SO1YAVU63HDW4FM7JA,So Bored,193.59302,
ARF5OS8OAYVPWKCV5F,,,,Taking Back Sunday,SOC2FST5FB2GTD5RDF,The Ballad Of Sal Villanueva (Album Version),234.08281,
ARV0GBAS7ANS1D8EFI,,,,Apocalyptica,SOBVZVQCXNIIKE00YX,Quutamo,206.15791,
ARCV1VTR2GAQ3FKEH3,,,,Reel Big Fish,SOANSXEMSQIBAKYIW6,Turn The Radio Off,158.51057,
ARVPHS2ERA9IRSYFP9,,,,Love Shop,SO1RTKFHQMYFLABR7U,En Nat Bliver Det Sommer,308.1922,
ARR4ZEPKOWOHEVKVQX,,,,Erin McKeown,SOUGIJ6XALTWZVAZMI,Fast As I Can,338.46812,
ARHHUFBORWUGNI5GO2,,,,Deadmau5,SOA4SBOT3LQ85IIAZI,Slip,463.04608,
ARFIJTDMSKAOBHSY81,,,,Guns N' Roses,SOKQ5F1KIKR1CEZXMK,The Garden,322.2722,
ARQRVTSKDYG3RM1XXI,,,,Dntel,SOJSMKX7BIFR5WNWZR,I'd Like To Know,226.82077,
AR9N2Y9BHKQPHKVWHJ,,,,Faron Young,SO20FEGV2KP1FRL52W,Hello Walls,135.31383,
AR48MUXKPIJJTT3ZLD,,,,Fonseca,SOWRARIR1JYZEQU5HI,Como Me Mira,276.03546,
ARUKVFUEWCI8S800UC,,,,Platero Y Tu,SOK0HER3ESBSSZNJEX,Imanol,133.61587,
AR071WZWDRPZVYFQBW,,,,Goldfrapp,SOX2IUQGDUKI5ZZRCG,Beautiful,285.36118,
ARHRIFBHUT7U0STAQ6,,,,Hoobastank,SO964LHDQ4TQK7IS14,Up And Gone,202.57914,
AREQKA7J9HMIFNC1DR,,,,Various Artists - Delicious Vinyl,SOCGNIUKKPTF3C6TPM,Bust A Move,264.25424,
ARTZALP4LUBLYJNRU6,,,,Buena Vista Social Club,SO5ZBID8FLIDHKCMLN,La Bayamesa,174.28853,
ARZYFB5RHP62OQCSFS,,,,Seal,SOWO4MZCWSKXFDRQQW,The Beginning (Single Remix),288.9922,
AR3MCDYXPNP6N4MQW3,,,,Flying Lotus,SORERBCCOM0UAFP9J4,Hello,191.16363,
ARU074Q5WFFY1DRRKC,,,,Belouis Some,SOJJU8BO0A7W4QJYYO,Imagination (12'' Version),331.15383,
AROSWOHAAKBDEO4JGJ,,,,Estuera,SOWY4ISLWJJ32H15UL,Palma Solane,505.44281,
ARFYM6VR4DIXKCIWCW,,,,The Fray,SOY8SCSX933DLEHHY6,Never Say Never,256.60036,
ARODOJ1RCKMAVW4HOV,,,,Muse,SOVTXDWBNJCKCWNVSG,Sunburn [Live],223.63383,
ARM5H3MPTFFAIPSO3N,,,,The Libertines,SO1AHXVQIGWTQOHPKK,Up The Bracket,160.39138,
ARXYCPQAMSWHNEBXD6,,,,Bobby Lee,SO2UIAASL6OZXNIT7Z,Be Aware,247.43138,
ARILSVBVIKY3006VKV,,,,Boys Noize,SOH3NSUSGHHXKAD04C,DonÃÂ´t Believe The Hype,330.762,
ARYSIX4BI6OURTMAHT,,,,Kim Carnes,SOK7YUKRTIB2WRCWQ6,Crazy In The Night (Barking At Airplanes),217.28608,
ARO6PYAXPQQUSSVIHL,,,,Apollo 100,SOVESIB2TRLQCKYFPZ,Joy,163.42159,
ARKWAK6FGHTFZIBNFD,,,,Gorod,SOIUPRSREK5AX3ZWI7,Disavow your God (Album Version),291.02975,
ARM4I4D0OILNNFMUPG,,,,Caribou,SOCOW5QADOMVOTEQWC,Odessa,315.48036,
ARV3OIR6RZZE0YAUEO,,,,Missy Elliott,SOEYSEKOBOU4LQ4F4H,Meltdown (Amended Album Version),256.54812,
ARUEJWDXFW1GBLKBF1,,,,Los Originales De San Juan,SO6UCAESUP3BAQEF8M,El Infeliz,156.73424,
AR5UPXVR9ISFJBOLL6,,,,Michael BublÃÂ©,SO6B1UEBIDTKW64MUP,All I Do Is Dream Of You (Album Version),152.08444,
AR9LEC3DMNC9ZFYSKY,,,,Weezer,SOXW0QOKMSWTOYZXE5,Photograph,139.65016,
ARD5KBUA1NXV0RHXM6,,,,Gary Stewart,SOBXGYGV7PXJPVAU4P,Back Sliders Wine,182.67383,
AR4QZRDSIIWSRYCZOB,,,,Explosions In The Sky,SOZSN1JARFUCGKMC2V,Your Hand In Mine,497.47546,
ARJBV9E7BXAU8E6I5M,,,,Paul Van Dyk Featuring Jessica Sutta,SOIOCQH9DYVGAB8V8S,White Lies (Dave Spoon Remix),425.66485,
ARO9YXJYBC4TYBNF9A,,,,Tim Hughes,SO648FF9X5GMSU9RJD,God of Justice,323.47383,
ARFZIXRSOKQYNNLAWT,,,,David Cassidy & The Partridge Family,SOTUUY6MIPYRNCRPUJ,I'll Meet You Halfway,227.73506,
ARYRHK07EODW82XXOQ,,,,Third Eye Blind,SOULUW7BRUUGBWMXIT,Darwin,347.11465,
ARL7YWGBJDBBDMRRVD,,,,HYPOCRISY,SOQOPJSCGJXOQOU8DQ,The Quest,331.38893,
ARCQKENPWTJOBASIZP,,,,Peccatum,SOOIUSAGSI3IYKYJTO,And Pray For Me,283.0624,
ARCB37EQF7OPYIFAKU,,,,Justyna Steczkowska,SOSXCH23M4UNH6USFC,Noc...,333.53098,
ARBZICH0NS85RIFXHK,,,,Bloc Party,SONPRUCNTLUTU5CUGL,Your Visits Are Getting Shorter,259.36934,
ARPK7S1X4O57N8BUMQ,,,,Temprees,SOT6QZBY0UOEJ8S4U2,At Last,177.34485,
ARLZYDCXNX3HMGHVSN,,,,Bersuit Vergarabat,SOASN6WGMASEDTRXZ9,Hecho En Buenos Aires,289.30567,
ARXDSKS08AFASKJRMY,,,,Newton Faulkner,SOLF2XVXTBUOIYN7Y2,Feels Like Home,190.04036,
ARJYVNWX5XI8IOT3LT,,,,BjÃÂ¶rk,SO7UJZQJTOLQOVLVSQ,Come To Me,260.25751,
ARZWLNYGJUHCUSH6B9,,,,Lords Of The New Church,SOBV4KAZXRHOITXLIV,Girls Girls Girls,182.36036,
ARFZIFLSYH9W91VI6E,,,,Harry Chapin,SOFPDWDQLKXEF7QKTM,Taxi  (LP Version),406.15138,
AREVAACOIWTQG51UQE,,,,Now It's Overhead,SOTQJLOCLMGDZCHZMV,Profile (Album Version),267.04934,
ARWVQJUM4QL5N2NCP1,,,,THE CHIFFONS,SOCBVIWQ5ZXXS6ARD4,I Have A Boyfriend,124.682,
ARKB3CWVVSUCPWRWPW,,,,BeyoncÃÂ©,SOOZZLULIHHHQKS4N7,Dangerously In Love,293.14567,
ARSPDITSCGK3RZLOU1,,,,Roxy Music,SODYJK4K2WX15X8O4O,More Than This,269.5571,
ARLBRBBKEIHLGXGUUF,,,,Tokio Hotel,SOBTTZBTPFXEK9AKOU,Nach dir kommt nichts,191.89506,
ARJWIAZSHKCIYEX0IK,,,,Coldplay,SOL5PKI32BEBYDH9YI,One I Love,274.41587,
ARWXSFE69T3KKUS5PB,,,,Lou Gramm,SOG5FWQVEPP5GKIMEG,Just Between You And Me (Remastered LP Version),296.17587,
ARL7WCXVGNJIGKIIWR,,,,Aesop Rock,SOHDMSERGL2D6LOTUJ,One Brick,272.24771,
ARUTCXBIH5HC7QKCPM,,,,The Mars Volta,SOWSLJCLXBDD2EGKBX,Drunkship Of Lanterns,426.00444,
ARSA7EUPWVIBXDKADV,,,,Jonna Tervomaa,SOIAB2J9VSOGAZPLP0,Kaiken se kÃÂ¤rsii,219.97669,
ARWIUGCOOZNNNPMDMY,,,,Global Deejays Feat. Rozalla,SOSJTXC2DMPLGFQZLO,EverybodyÃÂ´s Free,398.52363,
ARJQYGVE8KUY9WVRFP,,,,Ratt,SO2HIWPQ20YG8OY8T1,Scratch That Itch (LP Version),195.86567,
ARNYQWDVKLK4B9BZ4G,,,,Pride Tiger,SOVQ0LZ1XMQR3HUYLF,The Lucky Ones,215.77098,
AR7EATYIJHVQPAYYED,,,,Linkin Park,SO9MXGJDSZ7JVOEJBG,In The End (Album Version),216.92036,
AR1JXY1B9A6XLOTBEK,,,,Rapper K,SORQ7ABEX5UFP3FU40,Moving Forward (feat. Late_ M.E.N.I.S. & Caper),328.51546,
ARPCSAYJCVW69FD7GN,,,,Nevermore,SOVLPNEEAONZTLOTT8,I Am The Dog,253.1522,
ARBGERJZI34NBA5FM1,,,,Phoenix,SOJJIUKHXQC2BS6Y8R,Too Young,198.03383,
ARXMOSPTOCN6UJ8YN7,,,,Justice,SOLRCCVPIYI76K6BDO,D.A.N.C.E. [Live Version],242.23302,
ARNGPW26WUT90TRAD8,,,,Kings Of Leon,SO3U90JAFCSAFCZXC6,Joe's Head,201.32526,
ARV0YJIWFWLTYN9NCR,,,,A Skylit Drive,SOPISWGG6U3WDAL0NT,City On The Edge Of Forever,206.18404,
ARBR21R6IEKGBFEIN2,,,,Superlitio,SO3DFH3WKGJK70JRGQ,Te LastimÃÂ©,226.79465,
ARD98YRCESYZROYOWI,,,,Meteors,SO9IFRU2RXTR6H5FMD,Yellow Zone,142.21016,
ARACXF7IJRO7QAA9O1,,,,The Lonely Island / Justin Timberlake,SOVV3LB7VDUX8TL0RD,Dick In A Box,161.01832,
ARC5HADTO8SNPULQG1,,,,LMFAO,SOSWK58QVFR8A1E3ZO,I'm In Miami Bitch,227.99628,
ARKPHPHTWBOEEC4JSP,,,,Avenged Sevenfold,SOJRDVQHAQM6L9ADYP,Shattered By Broken Dreams,426.13506,
ARNRIFB1EEWX4XZVST,,,,The Thrills,SO32AQKU9TNBRUJKYH,Hollywood Kids,332.9824,
ARSNYSAM7T3THAVC3C,,,,Patty Larkin,SORTAASYKFBMGTVGFB,Don't,220.1073,
AR3G4U97ZEXZ6OVFTZ,,,,Taylor Swift,SOMHKBGTJBTEF9JOYL,Crazier,192.73098,
ARP0Y7NX1O5DZTOP64,,,,Brad Paisley With Andy Griffith,SOPZ62UYOD5OSXNNCP,Waitin' On A Woman,302.70649,
ARSL5BGPIXJVAWGZNI,,,,Fruko Y Sus Tesos,SONJPJWKYTBVWRHSCA,El Presidiario,261.11955,
ARWQGZEVMG1JZMLRLV,,,,Fats Domino,SOMJWHJROB1YF8B4NB,Be My Guest,122.98404,
ARQQIUUPC6DXMVUPAT,,,,Crippled Black Phoenix,SODI9SRV8HBOQTVB6Z,A Lack of Common Sense,434.78159,
ARNTMH1X9IV3NBC1X9,,,,M83,SOTRXLYI7OWE70PFON,Noise,234.47465,
AR2X93DP857ZS7BH04,,,,Kix,SOMXDLULOVQKTYWPIF,Girl Money,246.25587,
AROEPEBZCEZWFVWSXO,,,,The Beatnuts,SOGXQ7Z6QYFYIWPTFL,World Famous,267.36281,
ARDKO9GJUO7L6L79KA,,,,The Foreign Exchange,SOSF9IKNCK746FS6D7,All That You Are (Instrumental),249.20771,
AR0JFQUCP0X1ZEGZCC,,,,The View,SOWEJHPBHFCITAANJB,Double Yellow Lines,249.49506,
ARDH3XTHPSHBXQCUR3,,,,Britney Spears,SONUOXYSDOLS3UWEUU,(You Drive Me) Crazy (The Stop Remix!),197.09342,
ARBXO9ZDXBYMTJUZ4E,,,,New Young Pony Club,SOLWRKJYMVAX5JOHKK,Architect Of Love,287.89506,
ARALBKU1JJW0PNZOZQ,,,,OneRepublic,SOMVBDWGTNC3WMCG23,Good Life,253.25669,
AR73FPVU6UUFY4ZIMO,,,,Tom Petty And The Heartbreakers,SOSONWKL2EOZBMAFCG,Baby's A Rock 'N' Roller (Album Version),173.322,
ARS1G0YTFUUHF1DZST,,,,Everclear,SOHQKGC2WMTEMSLYCD,Heartspark Dollarsign,172.22485,
ARN8NQA8KDJYM3DEXS,,,,Phil Collins,SOFWPDOA57KDH7KDJJ,You Can't Hurry Love,175.12444,
ARKLU9UUWOOY76R8GS,,,,Sister Hazel,SOG1QC2HBOTNAJ9QWS,Where Do You Go,243.25179,
AR2O4HMKNDHCS0NKLR,,,,Evil Nine,SOOAFM1NNZ4LQH17K5,The Wait (Feat. David Autokratz),232.9073,
ARBWE3ETAPJDMYUHVQ,,,,Cat Stevens,SOEL3WCV4SZPWPVUUA,Hard Headed Woman,229.19791,
ARCYT4OYOHTA4UBFX4,,,,The B-52's,SO8CEUQWCDVPWRJQCN,Love Shack,321.54077,
ARPWD6YKYTJHEXP2SH,,,,Cheb Mami,SOW4CNN8WVLJLG6LN9,A'rabti,229.32853,
ARTAFPJTDZXAAQTN0O,,,,Depeche Mode,SOVY2FVAMAPQDFRQC3,Personal Jesus,295.20934,
ARSA7OWMURPEBZELXG,,,,Coheed and Cambria,SOZXNS44REBLTOWMY8,The Light & The Glass,563.82649,
ARYSNTZCLJRPRDGGHH,,,,Bob Lind,SOXYSL4RS6N4YRMUJ8,Elusive Butterfly,167.83628,
ARWZV1FQT4KGMNSVLP,,,,Nightwish,SOVQWYULXXHR9LIFVE,Astral Romance,321.98485,
ARVOIIQNV7ZBT2A6G7,,,,Old 97's,SOJCLOHDHKGYYSYIRQ,Timebomb (LP Version),188.73424,
AR6CJ3QNAGNLQ6R0QQ,,,,Blind Guardian,SOVWKNAUWDNVXFMOLQ,The Eldar (Remastered),218.22649,
ARHAFAFVHGAWOFZOPN,,,,Stone Sour,SOL3PQKHDCGJUTQA60,Made Of Scars (Album Version),203.67628,
ARWD1TZACQCKVETKWV,,,,Daft Punk,SOJDB5GIH7M6UZ8JOO,Face To Face,239.80363,
ARCT3KD9OHPHTNGVO0,,,,La Rue KÃÂ©tanou,SOTRGA6UUO7DH9A6MM,Les hommes que j'aime,213.08036,
ARCHYOACAFTAYMRFKE,,,,James Blake,SOGYBTSJSUVEOHBV9U,Footnotes,287.00689,
ARM8J4SNAKCOTQQ2XT,,,,Alex Ubago,SOFU17H6SWTU3P4BBO,No Te Rindas,249.41669,
ARSBJROX7N9NRY18FT,,,,September Malevolence,SOH5KXOKBTRZ0IQXNZ,Nobody Noticed The Fire,823.74485,
ARMQAAQ5QKR6IRR7YC,,,,Morcheeba,SOZG65CCQOJZST3LZZ,Big Calm,360.48934,
ARLGJPZ2VFCNHQDT5V,,,,The Duckworth Lewis Method,SONHZXYXMU6ZQKSLLK,Flatten the Hay,258.16771,
ARLWL5IQFIFZHRUNHR,,,,Stars,SOWL8EZWUIICQOLF8J,Elevator Love Letter,243.1473,
ARDHW3SV433IATEVFC,,,,The Black Keys,SORJNOY0OMATY0CDQB,Tighten Up,211.01669,
AR9PVIWWTXWUHVBTZ0,,,,Robert Plant,SOJMVMZABHUMQ18XZ3,If I Were A Carpenter,226.48118,
ARS2TUZMXQ3UDTBWD6,,,,Gallows,SO43IZVPX1OEKM1ZTH,Crucifucks (Album Version),479.29424,
ARJENRITZLZNA23DWN,,,,Clara Nunes - Com Adoniran Barbosa,SOMVGMVDPYIDJP1HTB,Iracema,241.162,
ARZYARUTYAEV3A0GUP,,,,Vladislav Delay,SOGIFQCNJPC724OUHR,I Saw A Polysexual,559.49016,
ARQDTA3KG6RXFD5DQM,,,,The Pierces,SOCK7BHXP5KYE6I4S7,Three Wishes (Gossip Girl Soundtrack Version),222.58893,
ARFHUATLE8XZZUMHT2,,,,Kelis,SOENHIHK7JTPDSRX4K,Mars,315.19302,
ARMQASWWJAC187Z4VQ,,,,Linda Eder,SOBS8USTZTBPVSSUMP,Don't Rain On My Parade (from Funny Girl) (2007 Remastered LP Version),180.92363,
AR3UJEDRR9WRIAMJ1P,,,,Airto Moreira,SOWERXQ40KFSTR0KMY,Berimbau First Cry,306.07628,
ARBN4SLFCI7TI6MN4N,,,,Calvin Richardson,SORCFXKLPN3MBTF2O0,Intro,76.25098,
AR5HWWMVH6IWEWSBTY,,,,Craig Mack,SOXGOFNYW3XZXPUUJC,Flava In Your Ear,218.04363,
AROBBEOPASS14IEJUL,,,,Black Eyed Peas,SONKUXI4SPZTYIOYY1,Imma Be,257.54077,
ARFIVYNIGNKIURELLX,,,,Remedy Drive,SOCDFRSRSWCB74TT7M,All Along (Album),185.46893,
ARR6GTBUM6D7QJTEOO,,,,Jarabe De Palo,SO1CMGM32CPAGRW2PW,Como peces en el agua,233.53424,
ARKV3MQVAFOJA2MFHH,,,,Lunascape,SOEHYOFXHLQH9CPMTD,Mindstalking (JD Sub's Solid verZion),376.81587,
AR03CKIQSXOO2IQEKI,,,,Krista Detor,SO1ROOYK7WEMXCLEOO,Robert Johnson Has Left Mississippi,249.73016,
ARY6GN4L109NO5PJ3S,,,,Happy Mondays,SOKNIRBFYEXWOY0SVZ,Holiday,208.74404,
ARBML9OVWFLWXG95GK,,,,Kaya Project,SOZD32OB3FJIYYRQFK,Elixir (featuring Omar Farouk Teklibek),370.65098,
ARV4YHMYSC4H2DNOGH,,,,Cutting Crew,SOQ80GRLYFSJHY1GBD,Fear Of Falling,293.22404,
ARE7XFRV803ZKN8ZDL,,,,Less Than Jake,SOS5XNPW3PUBHJIYRM,Scott Farcas Takes It On The Chin,154.48771,
AROBLDYJCHFGDKHG4N,,,,Chevelle,SOK6WU72VJPRYVO5UB,Wonder What's Next,250.06975,
ARTTDFDYCBQZ7RDBRQ,,,,The Cinematic Orchestra,SOYZGXJSMVXUXJWRB4,To Build A Home,373.9424,
ARNFPHZBWAEPIGSUWY,,,,Between The Buried And Me,SO6IZ2OHMG1SJUCTXK,Mirrors,217.75628,
AREUC4ZYH7STGIFDOW,,,,Kealii Reichel,SOIAJUNBI34HMUC1BT,Kawaipunahele (Album Version),287.65995,
ARW2H75WJTUW3Q0SZL,,,,Joe Christmas,SOUJ3FUVLKFKDGRDXU,Bedroom Suite,185.7824,
ARVLJ4K7TNCI9KDZ3I,,,,Devendra Banhart,SOAM6RR7CLZKLPKYIU,Todo Los Dolores,150.41261,
ARR5J1BY5XJ38CRI5R,,,,Method Man / Ghostface Killah / Solomon Childs / Streetlife,SO7JQOESGYGH76SU3S,Smooth Sailing Remix,177.13587,
ARR8CT9ASMCSFBUBBP,,,,Live,SOYENILFUWHYNOLBWA,The Distance,231.78404,
ARM72LQRHKYLNIBOLW,,,,Kansas,SO6KXJIWA1BASCHW15,Look At The Time,337.26649,
ARPEFRE6DHHVMSFZEA,,,,Alain Clark,SONDSSST8G1VNEW7EW,I Need You (Album),219.27138,
AR2XZBJYMCP9ERSQUL,,,,Bright Eyes,SOFSMHT4TO8NRP0VU5,At The Bottom Of Everything,224.80934,
ARVLJ4K7TNCI9KDZ3I,,,,Devendra Banhart,SOMJ3ZRXI2ZXIK99OB,My Ships,97.43628,
ARNBIWE83I8HI0F0ET,,,,John Michael Montgomery,SOKICQDGTZGZUDLDPC,I Can Love You Like That (Remastered Version),234.29179,
AR4EDDBVOCSHH5YW2D,,,,The Pink Fairies,SONFZYTUBBAI2XXGYL,The Snake,236.40771,
ARIQXYD5NBIVZ9A4EN,,,,Greg Adams,SO8JLCONVHW4ZPNR5Y,Wrapped Around Your Finger,285.57016,
ARXH6S1P38JYF33HQS,,,,The All-American Rejects,SOSGG9RCJZWNH0NP8W,Stab My Back,189.25669,
ARJCZEEQG17UBZOCNJ,,,,Third Day,SOLIUCZIZK2FOIRMGN,God of Wonders,279.17016,
ARJHRFOBLWTV6II0HI,,,,Toby Keith,SOXAMS595DPACJJMHW,Weed With Willie,243.69587,
ARJWIAZSHKCIYEX0IK,,,,Coldplay,SONEIAQRLIZFYH7LXZ,Daylight,327.8624,
ARDEG1HFFMOAZ62LJG,,,,Freefall Feat. Jan Johnston,SOG6JYYA4VWVLAKPNM,Skydive (I Feel Wonderful),532.11383,
ARQLBI1HXICGLHV9H8,,,,Roger Cicero,SO0Q9Q9UPOSM0UUBGP,Frauen regier'n die Welt,176.97914,
ARFHPHAUZMBOYUEDY3,,,,Tenth Avenue North,SO7QHRA8FRJUYSHAUB,Love Is Here,245.34159,
ARRA51GOUHSVYA5JIL,,,,Cesaria Evora,SOW8M9DZNR17MH6GQL,Cabo Verde MandÃÂ¡ MantÃÂ©nha,241.78893,
ARVFQSTY9ESSHRCDAE,,,,Iron Maiden,SO5KA6G3CFFVBYFWHK,Holy Smoke,227.76118,
ARISSUMPQ4UL5EPFTI,,,,Aaron Shust,SOXRMCM9V1NMBSZTUD,Like I Never Felt Before,222.11873,
ARVDVOUP9SKXMR3GWY,,,,John Mayer,SOU7ZL9UDOJGNMIWLS,Wait Until Tomorrow,259.16036,
ARDRN0N6SHJFPYGW43,,,,Yes,SO6BH9Q5QIM9C5HMRX,TO BE OVER,260.8322,
ARPFPK6HJRUVS5KV6H,,,,Brooklyn Bounce,SOFO1WL5ZR9C1ECAQQ,Get Ready To Bounce Recall 08,359.13098,
ARKMPDRZBIVOET4QRS,,,,Cold,SOHN15UZOG511ZZKGS,Stupid Girl,189.83138,
AR0CYFODRSQNJEUBBW,,,,Ericke,SOYYQ5TKYTCYC0RC8Q,The Beat Is Rockin (Original Mix),435.93098,
ARGHREEGM8RHY7XA9B,,,,Weird Al Yankovic,SO8JSMFNOUKWQPT0TS,"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)",202.47465,
ARTYTB781JHG5TF3KE,,,,The Bucketheads,SOXNQ0OKEQYKBVQRQR,The Bomb (Little Louie Vega Bonus),386.97751,
ARTKYBOIY6QGJN0OHY,,,,JosÃÂ© Alfredo Jimenez Con Mariachi Vargas De Tecalitlan,SOLSUQRXIWTTPGO7SK,El Rey,129.27955,
ARDHW3SV433IATEVFC,,,,The Black Keys,SOOCLEGKEI5JDJELRU,When The Lights Go Out,203.75465,
ARRIDJP8FLSTFIK4B7,,,,Tennessee Ernie Ford,SOANXOEKEQHQJW3BHF,Sixteen Tons,157.1522,
AROB0U8UJJOXDSLTFM,,,,Neutral Milk Hotel,SOVKOIANEYEVDKTGYT,Gardenhead / Leave Me Alone,193.90649,
ARFCDVG9TDQT0KGETO,,,,Don Henley,SOE4WWZXZJJIJOWUZD,Through Your Hands (Album Version),257.41016,
ARHAJUPJ8YGFIF4UF7,,,,Nik BÃÂ¤rtsch's Ronin,SOQO8QKLJIQ9L0IZHC,MODUL 23,754.72934,
ARTLZAFPUNFFEC9AOM,,,,Train,SOBZWRRWBB0EUPIVBU,Explanation,270.18404,
AR2XZBJYMCP9ERSQUL,,,,Bright Eyes,SODXRJJPJIAWZJIE3V,Arc Of Time (time Code) (Album Version),234.34404,
ARSVPR5NM91Z42NMIB,,,,Kaci Brown,SOK670GPWN5PRG6C9O,Make You Love Me,201.29914,
ARPKMN0THZCYKSIJRN,,,,Gob,SOMWZTNZT75CGU0XPK,Ming Tran,154.17424,
AR06FCJRKKHQ1NODKC,,,,Soltero,SO2P3P5C9IEBPPO4PB,Step Through The Door,191.7122,
ARJHLPAHKMBT5HXYY2,,,,Dropkick Murphys,SOVMCFR9GAMUXIQPOR,Johnny_ I Hardly Knew Ya,292.25751,
ARO8PCQW1FO0JYXVSR,,,,The (International) Noise Conspiracy,SOH081HF1FKILJ9PYN,T.I.M.E.B.O.M.B.,217.05098,
ARHCEXHITFG5KUYIRV,,,,Theory Of A Deadman,SOER4NZ171TPEWOSKF,Little Smirk,211.66975,
ARPBRPLEDU4SEYIOZS,,,,Phantom Planet,SOXP4F5YAJTOT6S0OE,Do The Panic,205.06077,
ARNSYLJM1ERZB938WA,,,,Air France,SOJOP7LYBXSPVDR07L,Windmill Wedding,192.73098,
ARLT9ORBCRP3LDRTTS,,,,Sade,SOF2WBLXZVMXI0TJIH,Nothing Can Come Between Us,236.40771,
ARS6ZZPYFWR1IXCSXN,,,,Jack Johnson,SO1LM5FCXAVFOKP1FS,Holes To Heaven,169.66485,
ARGG8ONF5IMIKRIQJH,,,,Epica,SOYMBW7BRAPIAZRWM4,Incentive (Bonus Track),254.9024,
ARMGK4XXKMJ1ZIN71T,,,,Andreas Johnson,SOZVHKZES8ONGJYQM8,A Little Bit Of Love,190.17098,
ARVYE5UPSOSN3XYG3C,,,,Sam Sparro,SO1OY9R2AHD7RNQEML,Black & Gold,210.33751,
AR0JJ53VTYSKDJIJSF,,,,Boards of Canada,SOEQFEXNDDHISTSIVA,June 9th,317.70077,
ARAY0SENLYDLSRRS2Z,,,,Sonny & Cher,SO3PJRFG0VHTQLVLKT,What Now My Love (LP Version),222.30159,
ARYH7L5L1WCUWVR8YS,,,,Derek Webb,SO213LTQ9URDL0JQE0,Please_ Before I Go,166.19057,
ARI31HXFSP90H6SNKC,,,,The Hippos,SONDPAZK1ZGXCKCZ1D,Freeze Up,127.58159,
ARIVQKDVBCFJC4XBBS,,,,Dragonforce,SOPJOVZZR9LNOLR3IK,Revolution Deathsquad (Album Version),473.41669,
AR3IKQUDAFAQGXNRCI,,,,Dave Hollister,SON7OU2OKBZAN9XDVS,One Woman Man,271.62077,
AR2W9L4XE9777JHA7K,,,,Dave Evans & Thunder Down Under,SOEC6OSCUWFE0A4YKX,Somebody Better,201.01179,
ARVFNPAUTRSQPYRMHI,,,,Los Alegres De Teran,SOVMC3CO1XGEHZUVFM,Llore Por Tu Amor,164.54485,
ARTNAFFAW7GS0CR1HZ,,,,Tiamat,SOLUWAZCBFAYAFGF2O,Diyala,85.73342,
ARZTIVPO399QJIP7LY,,,,Me In Motion,SOU431KWK0BYGKMAK7,Here In The Middle,156.62975,
ARIPQR02BMVDTEX48G,,,,Andre Hazes,SO8MUSITSJ7AWVZWBC,Droomland (duet met Paul de Leeuw),206.70649,
AR6REZYBMZIJJ7YGLD,,,,Eva Cassidy,SOZCAVUMZVVU9BZPAR,Autumn Leaves,289.56689,
ARSTLIR2TLTCLJMOZ9,,,,Blind Melon,SOXTQ0JIGZMSBSAEIO,Walk,166.39955,
ARBJVUR04VLQSJOIVV,,,,Ry Cooder,SOON5DVHRHKAIBCKAB,Corrido de Boxeo,201.56036,
ARHCYT49JV4LVDN58K,,,,Alanis Morissette,SOISIZXRD4KSGG2CFH,Citizen Of The Planet (Album Version),262.32118,
ARUFBQFLOMUOUXWX7V,,,,Graham Coxon,SOMJUDQ0LNRFGNGRC8,Freakin' Out,221.88363,
ARXMT2ZFTBANDJH3EW,,,,The Sugarcubes,SO7PHN8S0ZL3J2GPHT,Blue Eyed Pop,156.96934,
ARHZSUEBGK0MOFDB32,,,,Just Jack,SOWSI6KX2RY3SSCGDE,Mourning Morning,246.64771,
ARKQ9J1W1S4XPSTGT2,,,,Creedence Clearwater Revival,SO7IMC7UHH9LSV1VAV,Lodi,190.77179,
ARIOJQJAOWTCTXS2VW,,,,Smile Empty Soul,SOYTVHOVP1J41CMP20,To The Ground,224.33914,
ARCQM0I3SKGSQATI5G,,,,Jason Mraz,SOIFJEEGGA3DJ8BJNP,I'm Yours (Album Version),243.48689,
ARJKEJGM8B4OJSB9B9,,,,RUN-DMC,SO3PNHRWKLQDONQ94V,It's Tricky,182.77832,
ARBVXTXUWOQSHMH8LU,,,,The Union Underground,SORLLSLU5CXXL325GO,Natural High,206.96771,
AR6FHXJEPE0CTCHEME,,,,Jay-Jay Johanson,SOKQHABRB1KNPRHZA7,Waiting,246.64771,
ARNKAZV1OJ520D6ZSF,,,,Franz Ferdinand,SOVOI23RXEXKNJFRW2,Fade Together,183.35302,
AR4FPCUJSYFNWNJ24D,,,,Rilo Kiley,SOFJHXHBKIZAXARBE3,With Arms Outstretched (Album Version),222.06649,
AR7WXJAGCWGWMSD2M7,,,,Paul Simon,SO4JNLKPYWL3HUO4IP,The Sound Of Silence,189.72689,
ARZG5H8AKJKSMEMZAF,,,,Crystal Castles,SOKQGR4R6LFKNRLCHS,Year Of Silence,293.8771,
ARTURFBXDK9I2OA5IY,,,,Ultraje A Rigor,SOIQRSNFNVHWTCADQR,InÃÂºtil,214.282,
